fit_time,score_time,RMSE,train_RMSE,MAE,train_MAE,R2,train_R2
18.83016085624695,0.06366801261901855,0.14395994107103974,0.06892481540099828,0.10814524251931351,0.05244607098373223,0.9581423166640797,0.9870077027458993
18.790327072143555,0.09668922424316406,0.14493255123174195,0.06859452782924157,0.10974230494150813,0.0519988955186707,0.941135288885791,0.9877298878147319
18.42131495475769,0.09078407287597656,0.15701635175347523,0.06891120411510517,0.11984047794867833,0.05224224106061917,0.9257734405202311,0.9876917461591543
19.102617025375366,0.08727812767028809,0.16258264457461746,0.06723491672102157,0.11714688091590497,0.05095323730017605,0.9263473966833325,0.988195197450839
18.456905841827393,0.0723259449005127,0.1495317366178649,0.06911184547319824,0.11329100080732663,0.052463076503171356,0.9387827409562897,0.9875401122771471
18.87014412879944,0.1134648323059082,0.150154824538261,0.0671292909817503,0.11506350782446086,0.05098588073165189,0.9258117523431207,0.9884362045333586
18.802999258041382,0.06979870796203613,0.1449409157627858,0.06846685838410008,0.10987220530507441,0.05195558162747227,0.9466433272156417,0.9875705381492753
18.423407077789307,0.06400513648986816,0.14982173295404425,0.06930637169650652,0.11100561124332223,0.05264614950652978,0.9363955070418021,0.9874985284883298
18.723768949508667,0.09199810028076172,0.1487847713189214,0.06753417776387172,0.11142669189832363,0.051350270139280035,0.9401392024794508,0.9880746596688669
18.039390087127686,0.10951399803161621,0.14226369350166898,0.06907800457582838,0.10771895137299468,0.052530373511472446,0.948138428563509,0.9874531688019387
