estrato,area,habitaciones,banos,parqueaderos,antiguedad,tipo_propiedad,tipo_operacion,latitud,longitud,localidad,barrio,precio_venta,precio_arriendo,administracion,closets,gimnasio,ascensor,piscina,conjunto_cerrado,salon_comunal,terraza,vigilancia,100_education,100_healthcare,100_retail_access,100_dining_and_entertainment,100_accommodation,100_parks_and_recreation,100_infrastructure_services,100_cultural_amenities,300_education,300_healthcare,300_retail_access,300_dining_and_entertainment,300_accommodation,300_parks_and_recreation,300_infrastructure_services,300_cultural_amenities,500_education,500_healthcare,500_retail_access,500_dining_and_entertainment,500_accommodation,500_parks_and_recreation,500_infrastructure_services,500_cultural_amenities,1000_education,1000_healthcare,1000_retail_access,1000_dining_and_entertainment,1000_accommodation,1000_parks_and_recreation,1000_infrastructure_services,1000_cultural_amenities,2000_education,2000_healthcare,2000_retail_access,2000_dining_and_entertainment,2000_accommodation,2000_parks_and_recreation,2000_infrastructure_services,2000_cultural_amenities,cadastral,commercial
3,33,1,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.5997463,-74.0881606,LOS MARTIRES,LA ESTANZUELA_,229965517.0,NaN,136000.0,,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,6,11,0,2,2,0,0,11,38,37,1,3,8,0,9,31,202,85,2,8,25,2,68,102,607,449,48,22,123,48,1745518.0,2061449.0
1,57,3,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.633284645714747,-74.17617700706849,KENNEDY,LAS MARGARITAS OCCIDENTAL,155900000.0,NaN,150000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,7,3,22,9,0,2,2,0,14,7,57,21,0,8,5,0,52,45,173,56,1,30,37,0,1203257.25,1853465.25
6,120,4,3,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.6934863857784,-74.04396612408419,USAQUEN,SANTA BARBARA CENTRAL I Y II,529600000.0,NaN,840000.0,,0,0,0,1,0,0,0,0,2,2,2,0,0,0,0,0,8,31,17,1,0,6,0,0,12,61,32,2,1,10,0,5,35,179,116,6,9,50,0,31,175,372,418,42,43,172,4,3443413.3333333335,4276286.0
2,48,3,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.651838225708955,-74.16917740570511,KENNEDY,TIERRA BUENA RESERVADO II,130000000.0,NaN,88400.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,13,6,0,6,3,0,22,23,66,17,1,15,12,0,1248589.0,1981035.3333333333
4,236,7,6,1,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.753568330406957,-74.0371749129727,USAQUEN,CANAPRO,750000000.0,NaN,803000.0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,4,0,0,0,0,4,1,0,18,7,37,31,0,24,12,0,67,99,513,245,1,111,120,0,842257.0,985522.0
5,36,1,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.688132129977894,-74.06047528981307,SUBA,S.C. ESTORIL,362000000.0,NaN,243885.0,,0,0,0,1,0,0,0,0,2,3,2,0,0,0,0,0,6,8,7,1,0,3,0,1,20,51,35,1,1,13,0,12,87,199,122,9,8,53,3,36,205,574,484,37,52,186,4,2511526.0,2969044.8571428573
3,42,2,2,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.687457285224736,-74.1537247529902,FONTIBON,ALMAGRARIO,186400000.0,NaN,130000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,8,3,1,0,1,0,2,1,8,3,1,3,2,0,6,3,23,11,5,5,11,0,27,18,121,45,9,18,59,4,722489.25,955277.5
1,43,3,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.637406481133948,-74.19048198544344,BOSA,VILLA ESMERALDA,130804645.0,NaN,60000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,9,2,0,1,1,0,7,1,12,2,0,7,1,0,17,5,30,10,0,12,10,0,46,16,93,33,0,25,18,0,1460640.4,2289849.0
2,45,3,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.613633321021693,-74.20204441456605,BOSA,S.C. LOS LAURELES,142381342.0,NaN,52000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,0,2,1,0,5,2,17,6,0,4,1,0,17,8,78,23,0,13,9,0,53,20,188,45,1,58,34,2,759059.6666666666,1270831.3333333333
4,98,3,3,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.749231382640196,-74.03949261687664,USAQUEN,URB. LA PRADERA,420000000.0,NaN,508000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,1,2,0,7,2,10,8,0,2,3,0,19,18,107,53,0,14,31,0,74,120,533,268,1,119,141,0,1049702.5,1240778.0
5,86,3,2,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.725432080717073,-74.0660680619548,SUBA,URB. ATICOS DEL NORTE,425000000.0,NaN,498000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,17,9,0,0,2,0,2,16,62,32,0,2,19,0,8,32,150,82,0,7,27,0,33,111,432,256,1,29,63,1,2325395.5,2979497.75
2,41,2,2,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.607378381953671,-74.08264843007679,LOS MARTIRES,SAN VICTORINO,273777778.0,NaN,180000.0,,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,1,4,27,4,0,0,1,0,2,6,72,10,1,0,2,0,11,23,265,85,5,3,38,4,93,102,737,791,115,37,170,66,1454715.8,1691379.2
3,77,4,2,0,MAS DE 20 ANOS,CASA CON CONJUNTO CERRADO,VENTA,4.721085875280071,-74.12563047465218,ENGATIVA,GRAN GRANADA,275435417.0,NaN,113269.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,6,3,0,2,3,0,2,11,47,22,0,4,7,0,6,44,178,87,0,13,30,0,34,106,469,196,1,70,63,0,1819319.4285714286,2856016.4285714286
4,124,4,3,2,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.716874586963756,-74.03622088852636,USAQUEN,LISBOA_,523000000.0,NaN,731000.0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,5,10,8,0,2,5,1,2,8,26,27,0,4,16,1,8,31,94,73,1,25,42,1,33,120,356,213,10,60,126,4,2870274.5714285714,3668793.285714286
3,46,3,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.754466842217474,-74.11479024931661,SUBA,FONTANAR DEL RIO 2,160500000.0,NaN,115800.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,4,0,2,0,4,0,0,6,12,0,5,4,27,7,0,10,20,0,25,29,159,49,0,27,81,1,1205178.5,1909387.75
3,52,2,1,0,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.75051741655925,-74.11054561532973,SUBA,PARQUES DEL CAMPO,167200000.0,NaN,120600.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,12,4,0,0,5,0,3,4,18,6,0,0,16,0,12,12,91,19,0,14,34,0,29,37,185,85,0,34,110,1,1251743.625,1874826.625
3,72,3,2,1,MAS DE 20 ANOS,CASA CON CONJUNTO CERRADO,VENTA,4.744576498556044,-74.05440812478602,SUBA,CAMPOS DE SILENCIO,300000000.0,NaN,232000.0,,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,8,26,9,0,27,5,0,12,32,122,65,0,84,24,0,69,129,482,279,1,155,118,0,1532905.6666666667,2209469.0
3,43,2,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.670792268106236,-74.14832868287189,FONTIBON,LA LAGUNA FONTIBON,189470000.0,NaN,135000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,6,4,0,2,1,0,4,5,25,10,2,6,12,0,15,18,84,29,11,13,38,0,34,29,119,41,16,25,58,2,1197346.2857142857,1631071.7142857143
3,61,3,2,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.626752930126683,-74.20707869733283,BOSA,S.C. SAN BERNARDINO XXII,167000000.0,NaN,72000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,3,0,3,2,0,1,0,0,11,1,9,3,0,3,3,0,37,12,76,20,1,25,14,1,0.0,0.0
2,45,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.6265002203508585,-74.20359589167776,BOSA,LA PRADERA EL VOLCAN,119900000.0,NaN,56000.0,,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,2,0,2,2,0,2,0,0,3,0,3,2,0,3,1,0,11,3,15,4,0,6,3,0,45,14,94,27,0,26,15,1,435000.0,483333.3333333333
4,55,1,2,1,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.7192534241209065,-74.03816769979193,USAQUEN,CEDRITOS,400000000.0,NaN,343623.0,,1,0,0,1,0,0,0,0,0,3,6,0,0,0,0,1,6,27,28,0,0,8,0,3,11,42,41,1,1,17,0,9,38,135,93,1,23,51,2,42,134,382,247,7,65,124,4,2675312.4,3646220.8
3,46,3,2,1,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.75771010639286,-74.1092678345619,SUBA,VEREDA TIBABUYES - FONTANAR DEL RIO,196000000.0,NaN,175000.0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,2,6,3,0,3,2,0,8,5,31,12,0,6,25,0,29,34,169,76,0,27,91,1,1119618.5,1697724.5
3,61,3,2,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.7472899,-74.06293889999999,SUBA,URB. LA CHOCITA,310200000.0,NaN,236200.0,,0,0,0,1,0,0,0,0,3,11,8,0,0,1,0,1,5,28,19,0,3,1,0,1,16,75,35,0,13,11,0,12,37,131,65,0,90,27,0,51,76,318,168,2,145,63,0,1579299.4,2171713.1
4,66,3,2,1,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.740723208081978,-74.067628453237,SUBA,CASABLANCA (HACIENDA),479400000.0,NaN,312700.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,8,3,0,5,5,0,5,16,70,34,1,21,13,0,42,69,230,118,1,127,56,1,1244433.0,1671725.3333333333
4,85,3,2,1,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.72269857278306,-74.13112525584707,ENGATIVA,S.C. ENGATIVA EL DORADO,399000000.0,NaN,338000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,12,10,0,0,1,0,1,5,21,15,0,0,1,0,8,20,73,30,0,5,9,0,28,89,379,169,1,39,50,0,1417577.75,2037282.5
3,42,3,2,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.645714511243377,-74.15569707294507,KENNEDY,TINTALA,167000000.0,NaN,95000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,1,1,0,2,0,3,2,0,2,1,0,8,9,29,15,0,10,3,0,31,40,117,57,1,21,22,4,555764.0,722414.0
3,86,3,2,0,ENTRE 10 Y 20 ANOS,CASA CON CONJUNTO CERRADO,VENTA,4.6390583547295705,-74.1522853994004,KENNEDY,CIUDAD TECHO II,315900000.0,NaN,178800.0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,8,1,0,4,0,0,8,10,46,20,0,9,5,0,40,57,155,83,1,32,35,5,1684625.25,2609427.0
2,47,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.632697639848516,-74.19811074612754,BOSA,S.C. SAN BERNARDINO XVI,123698575.0,NaN,85000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,4,1,8,0,0,1,1,0,17,3,21,4,0,6,4,0,44,10,56,18,0,20,16,0,993813.625,1462167.0
2,46,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.624486554303644,-74.20151651103187,BOSA,VILLA NUBIA,122800000.0,NaN,60000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,3,0,3,2,0,3,2,0,14,4,18,5,0,6,3,0,51,15,123,32,0,32,20,1,910723.5454545454,1292832.6363636365
2,45,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.643246512220001,-74.18960100750574,BOSA,S.C PARCELA EL PORVENIR,132000000.0,NaN,65000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,2,0,0,1,2,0,9,1,18,7,0,8,9,0,33,9,50,22,0,19,14,0,827535.0,1239061.5
2,42,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.637723054855518,-74.18915644132795,BOSA,S.C. EL CORZO,125600000.0,NaN,74000.0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,1,3,1,0,2,0,0,6,2,11,6,0,6,3,0,13,4,25,9,0,12,10,0,47,16,94,34,0,22,17,0,1331245.25,2112418.25
3,41,2,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.5973373,-74.1610032,BOSA,VILLA DEL RIO II SECTOR,192800000.0,NaN,111100.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,3,2,0,3,2,0,7,4,38,23,0,7,12,0,38,23,152,75,0,23,33,3,549410.3333333334,661516.6666666666
2,43,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.642486670852478,-74.19103757994054,BOSA,S.C. EL CORZO,125684190.0,NaN,68500.0,,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,1,1,0,3,1,4,0,0,2,2,0,10,1,20,7,0,10,9,0,36,10,52,22,0,19,14,0,1062555.4,1631734.4
3,47,3,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.682309595304022,-74.15720183430376,FONTIBON,EL CHARCO,182793434.0,NaN,151500.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,1,2,3,0,6,4,29,6,3,6,11,1,30,19,113,39,10,22,50,2,795786.0,960171.0
4,55,3,2,0,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.746921953097408,-74.03641050149113,USAQUEN,VILLAS DE ARANJUEZ,420000000.0,NaN,232000.0,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0,0,4,2,16,5,0,7,4,0,21,42,149,82,0,18,41,0,65,135,563,270,1,94,140,0,1241861.0,1428930.0
6,77,3,2,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.7020333780580925,-74.02978721338016,USAQUEN,SANTA BARBARA ORIENTAL,403000000.0,NaN,429737.0,,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,1,9,10,4,3,0,2,0,1,11,31,16,5,1,7,0,13,23,56,88,7,5,15,1,21,62,185,175,18,36,74,2,3567711.0,4170510.2
3,49,3,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.629394763170698,-74.17790630869642,BOSA,FINCA LA ESPERANZA,148753691.0,NaN,82000.0,,0,0,0,1,0,0,0,2,1,8,5,0,0,1,0,6,4,37,16,0,1,4,0,7,4,39,18,0,2,4,0,17,12,70,25,0,9,7,0,49,45,173,53,1,31,39,1,1428330.4285714286,2056070.142857143
2,34,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.630329504248353,-74.20328714884575,BOSA,CONDOMINIOS DEL RECREO,124500000.0,NaN,66999.0,,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,5,0,6,3,0,1,1,0,13,2,14,3,0,3,2,0,42,9,53,15,0,18,10,0,413461.5,615243.25
1,44,3,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.621051133124816,-74.21166753669925,BOSA,S.C. SAN BERNARDINO XXII,140161187.0,NaN,58300.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,4,21,3,0,4,2,0,37,14,114,27,1,53,21,3,0.0,0.0
2,64,3,1,0,MAS DE 20 ANOS,CASA CON CONJUNTO CERRADO,VENTA,4.6249366,-74.1823406,BOSA,CHICALA_,184000000.0,NaN,84000.0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,2,3,3,0,0,1,0,0,19,10,62,24,0,8,6,0,51,25,153,45,0,34,35,1,1262381.8333333333,1974838.5
3,45,2,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.561429779085941,-74.11899551430902,RAFAEL URIBE URIBE,URB. GUIPARMA,191443391.0,NaN,72000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2,26,8,0,0,0,0,22,12,60,15,1,5,14,0,64,42,147,50,2,21,31,3,502357.875,719228.25
2,47,2,1,0,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.706683356530741,-74.13647794357327,ENGATIVA,VILLA GLADYS - URB. AVENIDA DEL MIRADOR II,150000000.0,NaN,77000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,2,3,21,8,0,4,2,0,7,24,108,50,1,10,12,0,26,87,415,172,3,31,58,1,1322924.5,1906508.0
4,72,3,2,1,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.664824363181929,-74.13447185774507,FONTIBON,URB. PRADO GRANDE,318500000.0,NaN,238000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,3,1,0,5,5,0,4,13,42,24,4,8,24,0,42,61,241,155,15,29,74,2,1890510.6,2552977.4
4,132,3,3,1,ENTRE 10 Y 20 ANOS,CASA CON CONJUNTO CERRADO,VENTA,4.726551096935227,-74.05795772475498,SUBA,URB. EL MORAL,658790440.0,NaN,460000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,14,9,0,0,0,0,4,10,28,26,0,0,0,0,15,49,142,108,0,4,15,0,43,154,523,322,0,60,93,1,1402236.25,1835533.0
2,58,3,2,1,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.61584928389026,-74.18242824515785,KENNEDY,S C. LA PAZ BOSA,187625455.0,NaN,150000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,4,0,3,0,0,3,3,1,12,6,34,6,0,8,10,1,55,31,179,56,0,29,46,1,729206.625,1069129.25
2,45,3,1,1,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.617680099999999,-74.1813933,KENNEDY,VEGAS DE SANTA ANA - SAMARIA,151000000.0,NaN,92000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,0,4,0,0,3,1,0,12,5,29,4,0,9,10,1,56,31,178,52,0,29,42,1,837152.9090909091,1249364.7272727273
3,63,3,1,0,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.636042824518701,-74.14697148783186,KENNEDY,BOSQUES DE CASTILLA,224212951.0,NaN,170000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,0,1,0,0,2,1,9,4,0,3,0,4,8,10,48,27,0,12,7,4,47,58,190,106,1,29,45,8,1809495.2,2718697.0
2,50,3,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.612349857944318,-74.20236076398594,BOSA,S.C. LOS LAURELES,162200000.0,NaN,87840.0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5,2,0,2,1,0,7,2,22,10,0,5,2,0,19,7,84,24,0,14,8,0,52,23,186,44,1,59,34,2,795697.6,1217984.4
5,20,1,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.6858435481862335,-74.04720349932958,USAQUEN,RINCON DEL CHICO,310000000.0,NaN,291400.0,,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,5,7,6,2,0,6,0,3,12,20,24,6,3,17,0,9,62,154,145,15,7,68,1,22,185,458,482,52,51,214,9,5825934.5,7123868.5
2,51,3,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.649583156653263,-74.1667265443736,KENNEDY,CALANDAIMA - LOS PANTANOS,153712575.0,NaN,80000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,2,0,3,1,0,9,2,15,7,0,6,3,0,24,31,89,31,1,17,15,0,1060497.0,1624247.5
2,47,3,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.6325409,-74.19871950000001,BOSA,S.C. SAN BERNARDINO XVI,135000000.0,NaN,86500.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,4,1,8,0,0,1,1,0,17,3,21,4,0,6,4,0,44,10,56,18,0,20,16,0,993813.625,1462167.0
4,62,3,2,1,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.769234647974924,-74.03045636555784,USAQUEN,TIBABITA,268000000.0,NaN,315000.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,4,18,3,0,11,2,0,13,10,62,29,0,16,9,0,27,19,142,61,0,41,28,2,1424758.6666666667,2065183.0
4,46,2,2,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.6505009853078985,-74.13160846893807,FONTIBON,INTERINDUSTRIAL - EL VERGEL,313962264.0,NaN,163999.0,,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,3,1,7,2,0,1,0,0,4,6,43,27,0,2,13,1,25,29,171,102,1,20,58,1,465425.0,517552.0
2,45,3,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.561618624488166,-74.11901456450651,RAFAEL URIBE URIBE,LA MERCED SUR SAN IGNACIO,159960000.0,NaN,92000.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2,26,8,0,0,0,0,22,12,60,15,1,5,14,0,64,42,147,50,2,21,31,3,502357.875,719228.25
4,116,3,3,0,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.680040602844746,-74.05916580104804,BARRIOS UNIDOS,LA CASTELLANA,550000000.0,NaN,150000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,1,2,16,12,16,1,5,8,1,6,72,189,132,14,20,59,2,59,254,830,726,56,66,244,13,2376292.25,2997799.5
3,45,3,2,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.636497971545281,-74.15315204441609,KENNEDY,CIUDAD TECHO II,210500000.0,NaN,114900.0,,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,6,1,0,1,0,0,2,1,13,3,0,3,0,0,10,10,50,19,0,8,5,4,40,58,159,86,1,30,40,6,1710357.5,2674538.75
3,46,2,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.682309595304022,-74.15720183430376,FONTIBON,EL CHARCO,181000000.0,NaN,138200.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,1,2,3,0,6,4,29,6,3,6,11,1,30,19,113,39,10,22,50,2,795786.0,960171.0
4,77,3,2,1,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.756144558312871,-74.03732990919875,USAQUEN,SAN ANTONIO NOROCCIDENTAL,383000000.0,NaN,303300.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,3,0,0,7,1,0,17,10,54,34,0,27,15,0,61,87,471,232,0,104,102,1,1370328.7142857143,1944878.857142857
3,55,3,2,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.584581019099009,-74.15644165955591,CIUDAD BOLIVAR,EL ENSUENO,216000000.0,NaN,142200.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,3,0,2,0,1,1,0,2,3,0,10,2,15,5,0,9,5,1,43,19,132,50,0,30,28,3,1476024.5,2165651.5
3,75,3,2,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.726201053279038,-74.12320281965941,ENGATIVA,EL_CORTIJO,304000000.0,NaN,293366.0,,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,7,3,0,0,3,0,0,2,10,5,0,2,3,0,2,17,77,37,0,11,14,0,27,72,311,135,0,57,51,0,1976968.6666666667,3124162.6666666665
3,102,4,3,1,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.63720030647012,-74.1279341291273,KENNEDY,MULTIFAMILIARES LA PAZ,490000000.0,NaN,301900.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,1,0,1,2,9,3,0,0,2,0,7,7,39,19,0,4,14,2,33,57,311,146,1,21,69,3,1260483.5,1792365.0
3,42,3,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.651838225708955,-74.16917740570511,KENNEDY,TIERRA BUENA RESERVADO II,127000000.0,NaN,70000.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,13,6,0,6,3,0,22,23,66,17,1,15,12,0,1248589.0,1981035.3333333333
2,39,3,1,0,ENTRE 10 Y 20 ANOS,CASA CON CONJUNTO CERRADO,VENTA,4.612573167302127,-74.21095781718743,BOSA,URB. SAN_DIEGO,115483000.0,NaN,82700.0,,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,2,1,17,3,0,1,2,1,3,3,28,6,0,6,3,1,14,8,68,15,1,31,9,1,40,17,151,37,1,72,23,4,866820.6666666666,1312192.8333333333
3,47,3,1,2,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.566966499999999,-74.12532310000002,RAFAEL URIBE URIBE,S.C. MARCO FIDEL SUAREZ I,202330280.0,NaN,136000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,5,8,31,6,0,0,7,0,20,23,75,30,0,5,14,3,75,64,194,76,2,20,50,4,786875.7142857143,1051007.0
2,47,2,1,0,ENTRE 10 Y 20 ANOS,CASA CON CONJUNTO CERRADO,VENTA,4.648217520549479,-74.16970280667114,KENNEDY,CIUDADELA TIERRA BUENA II,148063158.0,NaN,56000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,3,0,6,1,0,1,3,0,8,1,14,7,0,6,4,0,25,31,94,31,1,17,19,0,1204290.125,1831562.5
3,54,2,2,1,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.641591461390869,-74.15333898404677,KENNEDY,CIUDAD TECHO II,281000000.0,NaN,187900.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,3,0,4,1,0,10,11,43,18,0,9,5,0,39,55,144,82,1,29,36,4,1612726.0,2466776.6666666665
