precio_venta,area,habitaciones,banos,administracion,parqueaderos,sector,estrato,antiguedad,latitud,longitud,estado,alarma,ascensor,conjunto_cerrado,gimnasio,piscina,zona_de_bbq,area_terraza,numero_piso,numero_closets
499950000.0,91.0,2.0,2.0,291500.0,1.0,LA ALHAMBRA,5.0,ENTRE 0 Y 5 ANOS,4.705842776939182,-74.05731902896638,,0,0,1,0,0,0,,,
139723500.0,43.0,2.0,1.0,80000.0,0.0,CALANDAIMA,2.0,ENTRE 10 Y 20 ANOS,4.651838225708955,-74.16917740570511,,0,0,1,1,0,0,,,
195000000.0,52.0,3.0,1.0,65000.0,0.0,TIMIZA,3.0,MAS DE 20 ANOS,4.6118304899339915,-74.16009185460145,,0,0,1,0,0,0,,,
457750000.0,91.0,3.0,2.0,683000.0,2.0,LOS CEDROS,4.0,MAS DE 20 ANOS,4.7212150584356,-74.0292561555015,,0,0,1,1,0,0,,,
109231500.0,39.0,2.0,1.0,,0.0,MARRUECOS,2.0,MAS DE 20 ANOS,4.561871373631101,-74.11590994177136,,0,0,1,0,0,0,,,
191709692.0,47.0,3.0,1.0,127000.0,0.0,SUBA,3.0,ENTRE 5 Y 10 ANOS,4.755332467724627,-74.08818623703633,,0,0,1,0,0,1,,,
136400000.0,45.0,2.0,1.0,77000.0,0.0,BOSA OCCIDENTAL,2.0,ENTRE 5 Y 10 ANOS,4.6191624,-74.1812906,,0,0,1,0,0,0,,,
401100000.0,72.0,3.0,2.0,365000.0,1.0,AMERICAS,3.0,ENTRE 5 Y 10 ANOS,4.613375534377133,-74.13161160685718,,0,0,1,0,0,0,,,
365000000.0,100.0,4.0,3.0,351000.0,2.0,TOBERIN,4.0,MAS DE 20 ANOS,4.7377617486500565,-74.03440564007461,,0,0,1,1,0,0,,,
159900000.0,42.0,2.0,1.0,78880.0,0.0,PATIO BONITO,2.0,MAS DE 20 ANOS,4.631986456417543,-74.1696351935806,,0,0,1,0,0,1,,,
300715000.0,52.0,2.0,1.0,180000.0,0.0,LA SABANA,3.0,ENTRE 0 Y 5 ANOS,4.608313816763989,-74.08144820696496,,0,0,1,0,0,1,,,
123785000.0,46.0,2.0,1.0,84000.0,0.0,CALANDAIMA,2.0,ENTRE 10 Y 20 ANOS,4.650031179588523,-74.16767435617659,,0,0,1,0,0,0,,,
340601891.0,89.0,3.0,2.0,300000.0,0.0,LA URIBE,3.0,ENTRE 10 Y 20 ANOS,4.744044963367216,-74.03112375125511,,0,0,1,0,0,1,,,
165000000.0,51.0,3.0,2.0,90000.0,0.0,CORABASTOS,3.0,ENTRE 10 Y 20 ANOS,4.638677491640039,-74.15654389376262,,0,0,1,0,0,0,,,
318055647.0,78.0,3.0,2.0,246000.0,1.0,CALANDAIMA,3.0,ENTRE 5 Y 10 ANOS,4.6522283645325,-74.15516201668143,,0,0,1,1,0,1,,,
116501679.0,42.0,3.0,1.0,63000.0,0.0,TINTAL SUR,2.0,ENTRE 10 Y 20 ANOS,4.628642706386826,-74.20362539876609,,0,0,1,0,0,0,,,
300000000.0,73.0,3.0,2.0,227158.0,1.0,VERBENAL,3.0,ENTRE 10 Y 20 ANOS,4.758119905496352,-74.03397656905331,,0,0,1,0,0,0,,,
345319214.0,79.0,3.0,3.0,349000.0,1.0,TOBERIN,4.0,MAS DE 20 ANOS,4.739161185495451,-74.04220176379522,,0,0,1,0,0,1,,,
187714252.0,57.0,3.0,1.0,116000.0,0.0,EL RINCON,3.0,MAS DE 20 ANOS,4.734573033617531,-74.0878121425446,,0,0,1,0,0,0,,,
123200000.0,39.0,3.0,1.0,75000.0,0.0,EL PORVENIR,2.0,ENTRE 10 Y 20 ANOS,4.634332699999999,-74.1926821,,0,0,1,0,0,0,,,
236051471.0,58.0,3.0,2.0,141700.0,0.0,APOGEO,2.0,MAS DE 20 ANOS,4.597568769991178,-74.16386015729684,,0,0,1,0,0,0,,,
215000000.0,40.0,2.0,1.0,170000.0,0.0,SAN JOSE DE BAVARIA,4.0,ENTRE 0 Y 5 ANOS,4.7583382436383275,-74.05206701964339,,0,0,0,0,0,1,,,
247000000.0,64.0,3.0,1.0,211000.0,0.0,BOLIVIA,3.0,MAS DE 20 ANOS,4.715253585948866,-74.11370087781687,,0,0,0,0,0,0,,,
270700000.0,64.0,3.0,2.0,341600.0,1.0,LAS FERIAS,3.0,MAS DE 20 ANOS,4.676314341418661,-74.10224090130123,,0,0,1,0,0,0,,,
170000000.0,40.0,3.0,1.0,115000.0,0.0,FONTIBON,3.0,ENTRE 0 Y 5 ANOS,4.684151343733814,-74.15092199818092,,0,0,1,0,0,0,,,
131533500.0,42.0,2.0,1.0,79000.0,0.0,EL PORVENIR,2.0,ENTRE 10 Y 20 ANOS,4.643100346539691,-74.19550552147682,,0,0,1,0,0,0,,,
371600000.0,55.0,1.0,1.0,611000.0,1.0,CHICO LAGO,6.0,MAS DE 20 ANOS,4.682894077760433,-74.04981915138879,,0,0,1,0,0,0,,,
167926500.0,38.0,2.0,1.0,122000.0,0.0,ARBORIZADORA,3.0,ENTRE 5 Y 10 ANOS,4.594012451693298,-74.15872482692802,,0,0,1,0,0,1,,,
151042982.0,50.0,3.0,1.0,94400.0,0.0,EL RINCON,3.0,ENTRE 10 Y 20 ANOS,4.722344019407824,-74.08476111228559,,0,0,1,0,0,1,,,
124000000.0,31.0,2.0,1.0,88000.0,0.0,PATIO BONITO,2.0,ENTRE 10 Y 20 ANOS,4.632878170677792,-74.17077879900344,,0,0,1,0,0,0,,,
175700000.0,43.0,2.0,1.0,98000.0,0.0,ARBORIZADORA,3.0,ENTRE 10 Y 20 ANOS,4.588130155430909,-74.15637424933115,,0,0,1,0,0,0,,,
402800000.0,74.0,3.0,2.0,,1.0,VERBENAL,3.0,ENTRE 10 Y 20 ANOS,4.75698742671752,-74.0269631656838,,0,0,1,0,0,0,,,
314000000.0,71.0,2.0,2.0,390000.0,1.0,LOS CEDROS,4.0,MAS DE 20 ANOS,4.7186266866849245,-74.03422713130936,,0,0,1,0,0,0,,,
