Resultado:Indicador:Beneficiario
M\'etodo computacional para ... : Art\'iculo sometido a revista indexada por Scopus : Comunidad cient\'ifica
Desarrollo de software que implementa el m\'etodo : registro de software : Comunidad cient\'ifica
